Date,Electricity consumption(MW),Electricity production(MW),Electricity consumption player(MW),Electricity consumption Industrial Zones(MW),Electricity consumption Commercial Zones (MW),Electricity consumption Residential Zones(MW),Electricity consumption Office Zones(MW),Temperature(°C)
2025-08-22T10:33:03,204,85,19.504,53.04,6.08,122.352,3.36,12.47046
2025-08-22T10:45:01,209,85,19.648,57.856,6.352,122.288,3.36,12.21667
2025-08-22T10:57:05,210,85,19.648,58.304,6.48,123.2,3.264,11.97439
2025-08-22T11:09:00,212,85,19.6,60.416,6.32,122.864,3.376,12.08047
2025-08-22T11:21:03,213,85,19.552,61.408,6.384,122.672,3.248,12.25695
2025-08-22T11:33:05,213,85,19.536,62.384,6.064,122.24,3.28,12.42492
2025-08-22T11:45:07,208,85,19.456,58.8,5.872,121.168,3.264,12.58176
2025-08-22T11:57:04,205,85,19.408,55.68,5.92,121.216,3.248,12.73085
2025-08-22T12:09:00,204,85,19.392,54.976,5.92,120.592,3.152,12.87126
2025-08-22T12:21:00,203,85,19.28,54.88,5.808,120.48,3.216,13.00616
2025-08-22T12:33:06,200,85,19.248,52.832,5.888,119.84,3.184,13.13306
2025-08-22T12:45:02,199,85,19.2,51.232,5.712,119.92,3.2,13.25223
2025-08-22T12:57:07,197,85,19.12,49.952,5.744,119.264,3.152,13.36663
2025-08-22T13:09:05,196,85,19.152,49.536,5.504,119.248,3.12,13.47407
2025-08-22T13:21:05,198,85,19.12,50.992,5.52,119.328,3.232,13.57585
2025-08-22T13:33:03,200,85,19.12,53.552,5.648,118.88,3.088,13.67199
2025-08-22T13:45:07,200,85,19.104,54.176,5.504,118.848,3.152,13.76393
2025-08-22T13:57:14,200,85,19.024,55.2,5.36,118.16,3.136,13.85172
2025-08-22T14:09:03,201,85,19.088,55.376,5.472,118.096,3.168,13.9315
2025-08-22T14:21:08,202,85,18.992,56.816,5.392,117.616,3.184,14.00954
2025-08-22T14:33:02,201,85,18.976,56.752,5.408,117.344,3.2,14.08264
2025-08-22T14:45:05,204,85,18.992,59.984,5.12,116.944,3.12,14.15208
2025-08-22T14:57:00,201,85,18.928,57.504,5.152,116.768,3.152,14.21719
2025-08-22T15:09:01,201,85,18.896,57.408,5.296,116.384,3.088,14.27991
2025-08-22T15:21:05,199,85,18.88,56.112,5.344,116.064,3.12,14.33931
2025-08-22T15:33:03,199,85,18.848,56.208,5.04,116.208,3.072,14.39494
2025-08-22T15:45:06,195,85,18.8,53.152,5.216,115.6,3.088,14.44811
2025-08-22T15:57:08,195,85,18.848,52.672,5.152,115.616,2.976,14.49841
2025-08-22T16:09:07,193,85,18.848,50.752,5.072,115.456,2.976,14.5454
2025-08-22T16:21:01,192,85,18.8,50.384,5.216,114.928,2.96,14.58998
2025-08-22T16:33:04,193,85,18.736,52,5.008,114.416,3.04,14.63262
2025-08-22T16:45:01,195,85,18.816,54.336,5.056,114.72,3.024,14.67281
2025-08-22T16:57:08,195,85,18.736,54.288,5.104,114.24,3.088,14.71125
2025-08-22T17:09:01,195,85,18.752,54.832,4.896,113.536,3.056,14.74694
2025-08-22T17:21:01,195,85,18.8,55.04,4.624,114.192,3.056,14.7812
2025-08-22T17:33:08,195,85,18.88,54.544,4.944,114.176,3.12,14.81384
2025-08-22T17:45:00,194,85,18.656,54.464,5.04,113.44,2.976,14.84407
2025-08-22T17:57:03,192,85,18.736,52.4,4.8,113.872,2.944,14.87313
2025-08-22T18:09:23,193,85,18.752,53.456,4.928,113.728,3.024,14.901
2025-08-22T18:21:06,194,85,18.72,54.304,4.912,114.048,3.008,14.92689
2025-08-22T18:33:01,192,85,18.688,52.32,4.816,113.376,2.976,14.95108
2025-08-22T18:45:03,190,85,18.672,51.344,4.72,112.736,2.992,14.97461
2025-08-22T18:57:01,191,85,18.624,51.792,4.704,113.232,2.992,14.99673
2025-08-22T19:09:00,192,85,18.64,52.08,5.072,113.696,2.912,15.01759
2025-08-22T19:21:07,192,85,18.656,52.464,4.768,113.824,3.008,15.03759
2025-08-22T19:33:05,194,85,18.656,54.976,4.816,113.456,2.976,15.05626
2025-08-22T19:45:01,193,85,18.672,54.416,4.928,112.384,2.992,15.07383
2025-08-22T19:57:03,190,85,18.656,51.056,4.8,112.576,3.008,15.09062
2025-08-22T20:09:07,192,85,18.576,52.944,4.928,112.976,2.976,15.10659
2025-08-22T20:21:05,190,85,18.64,50.416,4.784,113.344,3.04,15.12157
2025-08-22T20:33:02,190,85,18.64,51.616,4.672,112.976,3.04,15.13589
2025-08-22T20:45:03,193,85,18.624,54.416,4.736,112.896,2.928,15.14942
2025-08-22T20:57:08,192,85,18.592,52.672,4.896,113.168,2.976,15.16212
2025-08-22T21:09:07,193,85,18.656,54.816,4.672,112.672,3.024,15.17429
2025-08-22T21:21:02,194,85,18.64,54.496,4.8,113.28,3.024,15.18569
2025-08-22T21:33:04,190,85,18.608,51.472,4.848,112.464,3.04,15.19648
2025-08-22T21:45:07,190,85,18.576,52.24,4.768,111.76,2.912,15.20697
2025-08-22T21:57:04,190,85,18.56,51.792,4.848,112.32,2.896,15.21645
2025-08-22T22:09:03,173,72,18.48,35.552,4.448,111.744,3.088,15.22582
2025-08-22T22:21:02,174,72,18.448,36.032,4.72,112.144,2.96,15.23434
2025-08-22T22:33:08,174,72,18.448,36.256,4.576,112.512,2.976,15.24278
2025-08-22T22:45:07,173,72,18.496,35.44,4.672,112.288,3.008,15.25057
2025-08-22T22:57:04,174,72,18.496,36.432,4.72,112.336,2.96,15.25781
2025-08-22T23:09:00,173,72,18.432,35.104,4.704,112.704,2.992,15.26507
2025-08-22T23:21:02,176,72,18.56,37.408,4.672,112.48,3.04,15.27147
2025-08-22T23:33:08,179,72,18.448,41.184,4.704,111.968,2.88,15.27778
2025-08-22T23:45:08,181,72,18.416,43.456,4.592,112.24,2.832,15.28401
2025-08-22T23:57:01,180,72,18.496,42.592,4.656,111.936,2.944,15.28933
2025-08-23T00:09:08,181,72,18.496,43.232,4.832,112.304,2.928,15.2946
2025-08-23T00:21:06,180,72,18.496,42.496,4.784,112.208,2.912,15.22646
2025-08-23T00:33:01,183,72,18.528,44.32,4.688,112.608,2.944,15.15554
2025-08-23T00:45:07,181,72,18.496,42.272,4.736,112.704,2.992,15.08717
2025-08-23T00:57:00,179,72,18.528,40.768,4.72,112.768,2.912,15.02336
2025-08-23T01:09:04,179,72,18.608,40.32,4.896,113.04,3.072,14.96235
2025-08-23T01:21:00,181,72,18.576,41.904,4.736,113.52,3.072,14.90495
2025-08-23T01:33:06,180,72,18.672,39.936,4.992,113.6,3.072,14.84997
2025-08-23T01:45:02,181,72,18.704,41.024,4.944,113.568,2.96,14.79851
2025-08-23T01:57:06,178,72,18.624,37.36,4.944,114.144,3.024,14.74948
2025-08-23T02:09:03,177,72,18.592,37.008,4.928,113.52,3.024,14.70332
2025-08-23T02:21:06,179,72,18.656,38.48,5.008,114.224,2.976,14.65938
2025-08-23T02:33:05,177,72,18.72,36.64,5.008,114.16,3.04,14.61764
2025-08-23T02:45:02,183,72,18.672,42.16,5.328,114.416,3.04,14.5787
2025-08-23T02:57:07,182,72,18.704,41.072,5.024,114.608,3.056,14.54116
2025-08-23T03:09:07,180,72,18.688,38.592,5.024,114.96,3.024,14.50599
2025-08-23T03:21:04,181,72,18.816,39.728,4.832,114.784,3.136,14.4726
2025-08-23T03:33:06,181,72,18.688,40.176,5.008,114.464,3.12,14.44098
2025-08-23T03:45:07,183,72,18.688,40.896,5.168,115.488,3.152,14.41114
2025-08-23T03:57:09,181,72,18.768,39.808,5.056,115.184,3.152,14.38266
2025-08-23T04:09:07,179,72,18.752,37.12,5.184,115.664,3.072,14.35607
2025-08-23T04:21:01,181,72,18.736,39.2,5.072,115.36,3.136,14.33084
2025-08-23T04:33:03,178,72,18.736,36.416,5.216,115.28,3.136,14.30662
2025-08-23T04:45:01,177,72,18.832,35.632,5.12,115.248,3.12,14.284
2025-08-23T04:57:08,177,72,18.784,34.448,5.184,115.488,3.168,14.26224
2025-08-23T05:09:04,176,72,18.816,33.792,5.104,115.296,3.136,14.24194
2025-08-23T05:21:00,177,72,18.8,35.216,4.912,115.52,3.072,14.22273
2025-08-23T05:33:05,177,72,18.832,34.48,4.992,115.568,3.184,14.20429
2025-08-23T05:45:05,179,72,18.848,37.248,4.912,115.84,3.056,14.18702
2025-08-23T05:57:04,179,72,18.816,36.8,5.024,116.064,3.168,14.17057
2025-08-23T06:09:06,200,85,18.976,57.392,5.296,116,3.088,14.15489
2025-08-23T06:21:06,201,85,18.992,58.016,5.216,115.968,3.12,14.14024
2025-08-23T06:33:06,203,85,19.008,60.656,5.088,116.128,3.088,14.12651
2025-08-23T06:45:06,203,85,18.976,60.128,5.184,116.288,3.104,14.11319
2025-08-23T06:57:00,204,85,18.976,60.704,5.28,116.592,3.12,14.10078
2025-08-23T07:09:08,201,85,18.928,58.544,5.056,116.08,3.136,14.08896
2025-08-23T07:21:03,200,85,18.992,57.264,4.976,116.48,3.104,14.07768
2025-08-23T07:33:05,200,85,18.928,57.312,4.976,116.32,3.104,14.0672
2025-08-23T07:45:05,201,85,18.96,56.768,5.152,117.136,3.12,14.05709
2025-08-23T07:57:03,202,85,19.04,57.808,5.12,116.912,3.184,14.04774
2025-08-23T08:09:02,201,85,19.024,57.792,5.056,116.768,3.056,14.03862
2025-08-23T08:21:07,200,85,18.896,56.48,5.184,116.384,3.088,14.03019
2025-08-23T08:33:07,201,85,18.96,57.776,5.216,116.576,3.04,14.02182
2025-08-23T08:45:01,202,85,19.008,57.84,5.072,116.976,3.12,14.01459
2025-08-23T08:57:06,202,85,18.96,58.8,5.12,116.48,3.184,14.00724
2025-08-23T09:09:06,202,85,19.008,58.4,5.152,116.336,3.136,14.00028
2025-08-23T09:21:00,205,85,19.04,61.024,5.264,116.736,3.12,13.99406
2025-08-23T09:33:06,204,85,19.072,60.336,5.248,116.864,3.136,13.98777
2025-08-23T09:45:04,200,85,18.912,56.96,4.976,116.448,3.152,13.98181
2025-08-23T09:57:01,199,85,19.008,55.696,5.2,116.208,3.168,13.97663
2025-08-23T10:09:02,201,85,19.024,57.44,5.168,116.464,3.088,13.97142
2025-08-23T10:21:05,199,85,19.072,55.904,5.264,116.528,3.104,13.96618
2025-08-23T10:33:05,197,85,18.944,54.176,5.2,116.592,3.008,13.9616
2025-08-23T10:45:00,198,85,19.056,54.176,5.312,116.48,3.104,13.95746
2025-08-23T10:57:02,199,85,19.024,55.056,5.12,116.848,3.088,13.95329
2025-08-23T11:09:02,198,85,18.96,54.16,5.28,116.752,3.2,14.06289
2025-08-23T11:21:02,195,85,18.88,52.88,5.2,115.472,3.104,14.29331
2025-08-23T11:33:02,193,85,18.928,52.208,5.12,114.704,3.024,14.51183
2025-08-23T11:45:05,190,85,18.816,49.968,4.944,114.144,3.024,14.71721
2025-08-23T11:57:08,191,85,18.768,51.824,4.72,113.568,3.024,14.91273
2025-08-23T12:09:01,191,85,18.64,52.56,4.88,112.688,2.96,15.09522
2025-08-23T12:21:01,191,85,18.544,53.952,4.576,111.392,2.992,15.2712
2025-08-23T12:33:03,191,85,18.56,52.912,4.8,112.32,2.88,15.43661
2025-08-23T12:45:04,191,85,18.544,53.968,4.704,110.864,2.944,15.59321
2025-08-23T12:57:03,192,85,18.416,56.592,4.544,110.32,2.912,15.74164
2025-08-23T13:09:04,192,85,18.432,56.8,4.464,109.92,2.848,15.8819
2025-08-23T13:21:07,192,85,18.384,56.608,4.576,109.552,2.944,16.01525
2025-08-23T13:33:03,188,85,18.288,54.672,4.432,108.512,3.008,16.14021
2025-08-23T13:45:05,187,85,18.208,53.616,4.448,108.672,2.832,16.26073
2025-08-23T13:57:04,185,85,18.224,52.576,4.416,107.328,2.8,16.37262
2025-08-23T14:09:03,185,85,18.224,53.216,4.288,107.232,2.832,16.47956
2025-08-23T14:21:02,184,85,18.208,52.064,4.304,106.64,2.832,16.58077
2025-08-23T14:33:03,186,85,18.16,54.544,4.16,106.48,2.864,16.67691
2025-08-23T14:45:08,182,85,18.08,51.792,4.112,106,2.8,16.76788
2025-08-23T14:57:07,180,85,18.128,49.584,4.432,105.408,2.896,16.85369
2025-08-23T15:09:07,180,85,18.064,50.176,4.096,105.328,2.784,16.93506
2025-08-23T15:21:02,179,85,18.032,49.488,4.016,105.392,2.784,17.01169
2025-08-23T15:33:06,177,85,18.032,48.832,4.112,104.208,2.672,17.08492
2025-08-23T15:45:01,181,85,17.968,52.352,4.08,104.784,2.72,17.15348
2025-08-23T15:57:03,179,85,17.936,50.96,4.112,103.472,2.784,17.21918
2025-08-23T16:09:05,178,85,17.968,50.368,4.16,103.44,2.688,17.2811
2025-08-23T16:21:04,178,85,17.936,51.248,3.952,102.736,2.768,17.33977
2025-08-23T16:33:10,176,85,17.968,48.848,4.064,102.8,2.72,17.39525
2025-08-23T16:45:02,175,85,17.872,47.776,3.84,103.072,2.768,17.4477
2025-08-23T16:57:05,176,85,17.808,48.928,4.128,103.072,2.8,17.49745
2025-08-23T17:09:01,174,85,17.872,47.392,4.032,102.256,2.848,17.54432
2025-08-23T17:21:04,172,85,17.824,46.384,3.968,101.952,2.72,17.58915
2025-08-23T17:33:05,172,85,17.84,46.336,3.952,102.08,2.752,17.63152
2025-08-23T17:45:04,174,85,17.792,47.152,4.144,102.32,2.768,17.67141
2025-08-23T17:57:01,174,85,17.632,48.672,3.952,101.52,2.8,17.70912
2025-08-23T18:09:02,172,85,17.792,46.576,3.968,101.568,2.688,17.74492
2025-08-23T18:21:03,171,85,17.744,46.48,4.016,100.72,2.704,17.77899
2025-08-23T18:33:05,172,85,17.696,47.872,3.888,100.688,2.768,17.81111
2025-08-23T18:45:00,171,85,17.632,46.128,3.984,101.376,2.768,17.84139
2025-08-23T18:57:08,171,85,17.584,46.256,3.92,101.072,2.752,17.87075
2025-08-23T19:09:05,172,85,17.808,47.52,3.968,100.848,2.768,17.89758
2025-08-23T19:21:06,174,85,17.792,48.448,3.984,101.152,2.704,17.9234
2025-08-23T19:33:07,172,85,17.664,47.744,3.824,100.864,2.72,17.94823
2025-08-23T19:45:05,176,85,17.632,51.632,3.968,100.8,2.688,17.8012
2025-08-23T19:57:08,178,82,17.824,51.104,3.888,102.704,2.832,17.54966
2025-08-23T20:09:07,179,82,17.904,52.096,4.144,102.304,2.848,17.31195
2025-08-23T20:21:02,181,82,17.872,52.16,4.272,104.032,2.8,17.08928
2025-08-23T20:33:09,182,82,18.032,52.608,4.224,104.752,2.864,16.87279
2025-08-23T20:45:01,185,82,18.112,53.072,4.352,106.864,2.864,16.67397
2025-08-23T20:57:00,185,84,18.24,53.36,4.048,107.12,2.848,16.48384
2025-08-23T21:09:00,187,85,18.176,54,4.4,107.616,2.864,16.30261
2025-08-23T21:21:02,188,85,18.304,55.312,4.192,107.808,2.8,16.12989
2025-08-23T21:33:03,189,85,18.384,54.352,4.464,109.04,3.04,15.9682
2025-08-23T21:45:02,187,85,18.384,52.416,4.384,109.6,2.944,15.81486
2025-08-23T21:57:01,187,85,18.4,51.776,4.512,110.256,2.96,15.66993
2025-08-23T22:09:04,175,72,18.416,38.576,4.48,111.088,3.12,15.53193
2025-08-23T22:21:00,173,72,18.368,36.736,4.608,110.8,2.864,15.40211
2025-08-23T22:33:08,174,72,18.368,36.896,4.736,111.104,3.04,15.27718
2025-08-23T22:45:06,173,72,18.448,36,4.464,111.68,3.072,15.16095
2025-08-23T22:57:08,177,72,18.544,38.304,4.896,112.4,3.072,15.04997
2025-08-23T23:09:03,177,72,18.592,39.024,5.008,112.288,3.072,14.94614
2025-08-23T23:21:08,177,72,18.656,38.352,4.8,112.608,3.184,14.84617
2025-08-23T23:33:06,176,72,18.672,36.608,5.12,112.992,2.928,14.75224
2025-08-23T23:45:06,178,72,18.672,38.464,4.8,113.76,3.056,14.66379
2025-08-23T23:57:02,180,72,18.64,39.616,4.88,114.24,3.12,14.57999
2025-08-24T00:09:08,181,72,18.72,39.968,5.008,114.752,3.056,14.49957
2025-08-24T00:21:05,180,72,18.72,39.552,4.832,114.256,3.008,14.42426
2025-08-24T00:33:04,179,72,18.768,38.56,4.784,114.656,3.136,14.35317
2025-08-24T00:45:03,181,72,18.8,39.984,5.008,114.784,3.008,14.2854
2025-08-24T00:57:06,182,72,18.784,40.864,5.136,114.912,3.008,14.22083
2025-08-24T01:09:02,180,72,18.896,38.736,4.912,115.232,3.184,14.16085
2025-08-24T01:21:06,183,72,18.848,40.448,5.088,115.856,3.184,14.10305
2025-08-24T01:33:03,183,72,18.864,40.688,5.104,115.232,3.152,14.04885
2025-08-24T01:45:07,184,72,18.832,41.344,5.008,115.744,3.2,13.99696
2025-08-24T01:57:00,184,72,18.928,40.64,5.2,116.16,3.264,13.94881
2025-08-24T02:09:04,183,72,18.864,40.176,5.184,116.368,3.136,13.90247
2025-08-24T02:21:06,184,72,18.944,40.8,5.072,116.32,3.2,13.85865
2025-08-24T02:33:08,184,72,18.944,39.76,5.584,116.656,3.216,13.81692
2025-08-24T02:45:09,186,72,18.96,41.744,5.232,116.848,3.232,13.77793
2025-08-24T02:57:01,187,72,18.944,43.12,5.2,116.912,3.264,13.74125
2025-08-24T03:09:01,185,72,18.96,41.184,5.056,116.88,3.2,13.7061
2025-08-24T03:21:05,187,72,19.008,42.32,4.944,117.728,3.216,13.67243
2025-08-24T03:33:06,185,72,19.04,41.056,5.152,117.168,3.2,13.64093
2025-08-24T03:45:06,187,72,18.976,42.816,5.088,117.056,3.232,13.61117
2025-08-24T03:57:06,184,72,19.056,39.568,5.36,117.04,3.168,13.58293
2025-08-24T04:09:02,189,72,19.072,44.16,5.28,117.504,3.248,13.55642
2025-08-24T04:21:04,189,72,19.024,44.128,5.376,117.312,3.184,13.53102
2025-08-24T04:33:00,188,72,18.976,43.136,5.376,117.44,3.168,13.50708
2025-08-24T04:45:00,188,72,19.072,44.128,5.232,117.248,3.264,13.48444
2025-08-24T04:57:05,189,72,19.024,44.032,5.36,117.504,3.216,13.46283
2025-08-24T05:09:00,189,72,19.008,44.752,5.296,117.504,3.264,13.44266
2025-08-24T05:21:06,188,72,19.088,42.992,5.568,117.616,3.28,13.42323
2025-08-24T05:33:05,186,72,19.04,41.392,5.44,117.632,3.216,13.40493
2025-08-24T05:45:02,189,72,19.056,43.632,5.2,118.144,3.232,13.3878
2025-08-24T05:57:03,188,72,19.12,42.768,5.2,118.08,3.296,13.37142
2025-08-24T06:09:01,208,85,19.248,62.8,5.616,117.744,3.264,13.35584
2025-08-24T06:21:05,209,85,19.168,63.568,5.28,117.84,3.184,13.34113
2025-08-24T06:33:01,207,85,19.168,62.224,5.152,118.176,3.264,13.32747
2025-08-24T06:45:03,206,85,19.216,60.4,5.392,118.144,3.248,13.31421
2025-08-24T06:57:08,204,85,19.2,59.056,5.616,117.648,3.296,13.30157
2025-08-24T07:09:07,206,85,19.216,60.592,5.312,117.968,3.296,13.29002
2025-08-24T07:21:05,207,85,19.28,60.784,5.584,118.32,3.296,13.27872
2025-08-24T07:33:07,206,85,19.28,60.4,5.504,118.224,3.232,13.26826
2025-08-24T07:45:07,207,85,19.264,61.04,5.648,117.792,3.28,13.25818
2025-08-24T07:57:04,205,85,19.28,58.752,5.744,118.144,3.328,13.24889
2025-08-24T08:09:11,205,85,19.264,59.616,5.312,117.92,3.28,13.23972
2025-08-24T08:21:06,205,85,19.264,60.048,5.504,117.76,3.152,13.23142
2025-08-24T08:33:07,208,85,19.232,61.728,5.504,118.416,3.184,13.22301
2025-08-24T08:45:07,205,85,19.248,59.152,5.504,118.112,3.088,13.21577
2025-08-24T08:57:08,205,85,19.248,59.552,5.52,117.984,3.072,13.20848
2025-08-24T09:09:09,204,85,19.264,59.456,5.232,117.696,3.2,13.20156
2025-08-24T09:21:08,205,85,19.232,60.032,5.376,117.648,3.264,13.1953
2025-08-24T09:33:05,204,85,19.216,58.208,5.552,117.952,3.216,13.18911
2025-08-24T09:45:00,205,85,19.216,59.36,5.536,118.368,3.216,13.18321
2025-08-24T09:57:09,207,85,19.296,60.816,5.456,118.192,3.296,13.17794
2025-08-24T10:09:05,206,85,19.312,60.528,5.52,117.904,3.312,13.17276
2025-08-24T10:21:06,205,85,19.248,59.776,5.312,117.984,3.28,13.16755
2025-08-24T10:33:01,202,85,19.28,56.912,5.536,117.776,3.248,13.27909
2025-08-24T10:45:01,200,85,19.168,55.248,5.504,117.12,3.248,13.39792
2025-08-24T10:57:07,200,85,19.136,55.248,5.536,116.944,3.152,13.51155
2025-08-24T11:09:01,200,85,19.104,55.936,5.168,116.672,3.232,13.6173
2025-08-24T11:21:00,204,85,19.136,60.032,5.408,116.608,3.184,13.71779
2025-08-24T11:33:00,202,85,19.072,58.512,5.12,116.48,3.232,13.8134
2025-08-24T11:45:08,203,85,19.024,59.824,5.104,116.368,3.248,13.90475
2025-08-24T11:57:07,202,85,19.088,59.392,5.008,115.664,3.2,13.99032
2025-08-24T12:09:06,200,85,18.992,57.104,5.344,115.488,3.184,14.07137
2025-08-24T12:21:08,200,85,18.896,58.64,5.04,115.104,3.184,14.14832
2025-08-24T12:33:04,200,85,19.008,58.848,4.864,114.688,3.232,14.2205
2025-08-24T12:45:05,200,85,18.896,58.912,4.992,115.008,3.168,14.28939
2025-08-24T12:57:01,199,85,18.864,58.48,4.768,114.192,3.2,14.3543
2025-08-24T13:09:05,197,85,18.8,56.672,4.896,114.064,3.168,14.41635
2025-08-24T13:21:01,195,85,18.848,55.728,4.784,113.424,3.056,14.4744
2025-08-24T13:33:03,196,85,18.832,55.264,5.072,114.08,3.152,14.52991
2025-08-24T13:45:05,196,85,18.864,55.888,5.024,113.296,3.056,14.58245
2025-08-24T13:57:06,195,85,18.8,55.152,4.88,113.232,3.04,14.632
2025-08-24T14:09:06,193,85,18.832,53.152,4.864,113.264,3.12,14.67897
2025-08-24T14:21:06,192,85,18.752,52.944,4.736,113.408,3.152,14.72347
2025-08-24T14:33:05,191,85,18.688,51.552,4.848,112.848,3.072,14.7656
2025-08-24T14:45:03,189,85,18.784,50.256,4.72,112.608,3.088,14.80547
2025-08-24T14:57:09,187,85,18.688,48.496,4.592,112.528,3.072,14.8434
2025-08-24T15:09:09,187,85,18.704,48.688,4.704,112.688,3.104,14.8791
2025-08-24T15:21:09,187,85,18.768,49.424,4.608,111.6,2.88,14.91296
2025-08-24T15:33:06,190,85,18.704,51.856,4.624,112.256,2.992,14.94479
2025-08-24T15:45:03,187,85,18.672,49.328,4.528,112.016,3.04,14.97504
2025-08-24T15:57:01,188,85,18.656,50.336,4.72,112.112,3.024,15.00362
2025-08-24T16:09:01,190,85,18.64,52.464,4.592,111.568,2.96,15.0308
2025-08-24T16:21:09,193,85,18.672,55.216,4.736,111.808,3.056,15.05684
2025-08-24T16:33:04,192,85,18.688,55.184,4.528,110.912,3.008,15.08114
2025-08-24T16:45:02,191,85,18.624,54.096,4.672,111.024,3.088,15.10419
2025-08-24T16:57:02,190,85,18.592,53.6,4.592,110.944,3.104,15.12603
2025-08-24T17:09:00,190,85,18.624,53.408,4.832,110.96,3.008,15.14664
2025-08-24T17:21:05,191,81,18.64,53.504,4.864,111.024,3.024,15.16637
2025-08-24T17:33:05,193,79,18.544,56.496,4.592,110.992,3.088,15.18498
2025-08-24T17:45:00,193,79,18.64,56.224,4.56,110.592,2.992,15.20234
2025-08-24T17:57:02,193,79,18.64,56.496,4.944,110.192,3.024,15.21911
2025-08-24T18:09:06,194,79,18.544,58,4.656,110.288,3.072,15.23491
2025-08-24T18:21:01,194,79,18.608,57.808,4.672,110.4,2.992,15.24968
2025-08-24T18:33:04,195,79,18.56,58.432,4.816,110.224,3.072,15.26384
2025-08-24T18:45:04,196,79,18.56,59.152,4.592,111.12,3.056,15.27736
2025-08-24T18:57:03,194,79,18.592,58.48,4.384,110.592,2.832,15.28986
2025-08-24T19:09:05,196,79,18.528,58.976,4.64,111.04,3.024,15.30187
2025-08-24T19:21:06,195,79,18.496,59.472,4.64,110.24,3.008,15.31334
2025-08-24T19:33:04,194,79,18.56,58.736,4.656,109.648,3.088,15.32389
2025-08-24T19:45:04,195,79,18.64,58.16,4.688,110.64,3.04,15.33434
2025-08-24T19:57:02,191,79,18.496,54.912,4.736,110.16,3.008,15.34372
2025-08-24T20:09:01,188,79,18.528,52.624,4.688,109.872,3.088,15.35301
2025-08-24T20:21:06,191,79,18.608,55.056,4.592,110.368,3.024,15.36149
2025-08-24T20:33:00,191,79,18.592,55.328,4.4,109.68,3.04,15.36977
2025-08-24T20:45:06,188,79,18.592,51.968,4.336,110.288,2.96,15.37741
2025-08-24T20:57:04,188,79,18.528,51.872,4.848,110.48,2.928,15.38468
2025-08-24T21:09:07,189,79,18.592,52.576,4.608,110.288,3.024,15.39196
2025-08-24T21:21:06,187,79,18.56,51.088,4.512,110.24,3.056,15.39822
2025-08-24T21:33:06,186,79,18.56,49.728,4.592,110.864,3.072,15.40445
2025-08-24T21:45:04,188,80,18.576,52.272,4.688,110.256,2.992,15.41067
2025-08-24T21:57:05,186,84,18.592,50,4.496,110.16,3.008,15.41588
2025-08-24T22:09:03,175,72,18.432,39.184,4.608,110.272,3.024,15.42107
2025-08-24T22:21:05,173,72,18.368,37.408,4.464,110.208,2.928,15.42629
2025-08-24T22:33:10,172,72,18.352,36.688,4.784,109.648,3.072,15.43117
2025-08-24T22:45:04,171,72,18.464,35.392,4.352,110.288,3.024,15.43532
2025-08-24T22:57:08,172,72,18.336,37.584,4.368,109.28,3.04,15.43948
2025-08-24T23:09:07,172,72,18.4,36.432,4.624,109.536,3.008,15.44367
2025-08-24T23:21:04,171,72,18.4,36.432,4.368,109.536,2.928,15.44782
2025-08-24T23:33:03,171,72,18.448,36.4,4.256,109.472,3.024,15.45118
2025-08-24T23:45:03,174,72,18.352,38.912,4.672,109.616,2.976,15.4543
2025-08-24T23:57:06,174,72,18.384,37.824,4.624,110.32,3.12,15.45744
2025-08-25T00:09:08,173,72,18.368,38.096,4.544,109.472,2.96,15.46057
2025-08-25T00:21:06,173,72,18.4,37.92,4.736,109.12,3.024,15.4637
2025-08-25T00:33:06,177,72,18.384,41.312,4.576,109.888,3.008,15.4668
2025-08-25T00:45:09,177,72,18.352,42.064,4.592,109.36,3.072,15.46925
2025-08-25T00:57:04,176,72,18.32,40.992,4.48,109.888,3.04,15.47131
2025-08-25T01:09:01,176,72,18.384,39.984,4.512,110.24,3.008,15.4734
2025-08-25T01:21:06,174,72,18.464,39.904,4.512,108.912,3.072,15.47549
2025-08-25T01:33:02,178,72,18.512,40.848,4.672,111.712,3.072,14.92708
2025-08-25T01:45:04,181,72,18.592,41.904,4.864,112.912,3.12,14.38022
2025-08-25T01:57:02,184,72,18.88,41.584,5.2,115.328,3.232,13.86526
2025-08-25T02:09:02,187,72,18.992,43.408,5.376,116.816,3.28,13.37672
2025-08-25T02:21:01,191,72,19.264,44.976,5.744,117.92,3.248,12.91495
2025-08-25T02:33:01,194,72,19.312,47.776,5.6,118.88,3.376,12.47295
2025-08-25T02:45:03,196,72,19.424,47.792,5.904,119.936,3.376,12.06018
2025-08-25T02:57:04,197,72,19.568,47.584,6.032,120.864,3.456,11.66712
2025-08-25T03:09:12,198,72,19.728,47.632,6.144,121.776,3.584,11.29064
2025-08-25T03:21:09,195,72,19.68,44.976,5.792,121.824,3.44,11.70445
2025-08-25T03:33:05,193,72,19.44,43.904,5.872,120.496,3.424,12.10795
2025-08-25T03:45:08,190,72,19.36,42.608,5.776,119.52,3.36,12.4956
2025-08-25T03:57:00,192,72,19.28,45.296,5.84,118.288,3.328,12.85534
2025-08-25T04:09:01,190,72,19.216,45.408,5.312,117.536,3.232,13.19893
2025-08-25T04:21:09,185,72,19.024,41.664,5.2,116.752,3.312,13.52897
2025-08-25T04:33:04,186,72,18.976,42.464,5.264,116.448,3.296,13.83604
